kc_pos,kc_vel,d_safe,k_rep,u_max,final_mean_err,decay_ratio,min_pair_dist,improve_final_pct,improve_decay_pct,safe_flag,score
0.08,0.1,0.25,1.2,1,1.09427336361776,0.641718602167335,0.100540669693007,8.23193502870026,8.23193502870026,0,2.08886666668769
0.08,0.1,0.25,1.2,1.2,1.09427336361776,0.641718602167335,0.100540669693007,8.23193502870026,8.23193502870026,0,2.08886666668769
0.08,0.1,0.25,0.8,1,1.09422116678494,0.641687992193897,0.0989939192978603,8.23631236484384,8.23631236484384,0,2.10428197380634
0.08,0.1,0.25,0.8,1.2,1.09422116678494,0.641687992193897,0.0989939192978603,8.23631236484384,8.23631236484384,0,2.10428197380634
0.12,0.1,0.35,2.4,1,1.08104613142239,0.633961709568859,0.096345343651632,9.34119853072161,9.34119853072161,0,2.11759269490607
0.12,0.1,0.35,2.4,1.2,1.08104613142239,0.633961709568859,0.096345343651632,9.34119853072161,9.34119853072161,0,2.11759269490607
0.12,0.2,0.45,0.8,1,1.08081696903117,0.633827321056581,0.0854259053899923,9.36041657066063,9.36041657066064,0,2.22655791513125
0.12,0.2,0.45,0.8,1.2,1.08081696903117,0.633827321056581,0.0854259053899923,9.36041657066063,9.36041657066064,0,2.22655791513125
0.12,0.3,0.35,1.8,1,1.08180030629585,0.634403983009555,0.0738474756666116,9.27795184018805,9.27795184018805,0,2.34332554962974
0.12,0.3,0.35,1.8,1.2,1.08180030629585,0.634403983009555,0.0738474756666116,9.27795184018805,9.27795184018805,0,2.34332554962974
0.12,0.1,0.45,0.8,1,1.0797406094866,0.633196107718728,0.070039929075859,9.45068234510327,9.45068234510327,0,2.37934131872801
0.12,0.1,0.45,0.8,1.2,1.0797406094866,0.633196107718728,0.070039929075859,9.45068234510327,9.45068234510327,0,2.37934131872801
0.16,0.3,0.45,1.2,1.2,1.07536286231602,0.63062884994901,0.0693701747418016,9.81780942699542,9.81780942699542,0,2.38166111489801
0.16,0.3,0.45,1.2,1,1.07680461443972,0.631474341750469,0.0693701745380805,9.69690106263293,9.69690106263294,0,2.38310286905892
0.12,0.2,0.35,1.8,1,1.08075247457341,0.633789499343418,0.0624007616892609,9.36582521148725,9.36582521148725,0,2.4567448576808
0.12,0.2,0.35,1.8,1.2,1.08075247457341,0.633789499343418,0.0624007616892609,9.36582521148725,9.36582521148725,0,2.4567448576808
0.16,0.3,0.35,2.4,1.2,1.07590051610997,0.630944148166596,0.0595470075167608,9.77272064942357,9.77272064942357,0,2.48043044094236
0.16,0.3,0.35,2.4,1,1.07734189229579,0.631789419505475,0.0595470075167608,9.65184381200205,9.65184381200205,0,2.48187181712818
